# 欽定詞譜 (1715), one row per 格 (metrical pattern) of one 詞牌 (tune title).
# THE TRADITION'S OWN SPEC. Doctrine 62: the primary source states the rule you
# were about to invent, and here it states the one thing a text can never
# supply -- WHICH line ends the tune mandates as rhymes and which it does not.
# Without it a ci rhyme measurement has to infer its own ground truth from the
# characters it is scoring, which is doctrine 13's circularity in one step.
#
# SOURCE  hulbji/couyun, MIT (LICENSE at repo root, covers the repository),
#         couyun/ci_pu/ci_list/cipai_*.json -- 817 per-詞牌 files transcribed
#         from the 欽定詞譜. Reached by `git clone https://github.com/hulbji/
#         couyun` (data/CHANNELS.md). The 欽定詞譜 itself is a 1715 imperial
#         compilation: a millennium-adjacent work three centuries out of any
#         term (doctrine 40, the outer layer is MIT and the inner layer is
#         expired).
#
# COLUMNS
#   tune      the 詞牌, in traditional characters
#   aliases   other names the 詞譜 gives the same tune, '|' separated
#   chars     total characters in the 格
#   groups    the rhyme groups: positions '.' separated within a group, groups
#             '/' separated. Positions are 0-based indices into the poem's
#             character sequence with all punctuation stripped. TWO POSITIONS
#             RHYME IFF THEY ARE IN THE SAME GROUP.
#   ju        line ends the spec marks 句 -- it mandates NO rhyme there. This
#             column is what makes a matched control possible at all.
#   du        讀 positions: a phrase break INSIDE a line, not a line end.
#   template  the 平仄 template, 中 where the tune leaves the tone free.
#
# HOW groups WAS BUILT, and why not from the source's own `yun_classify`.
# `yun_classify` is not a spec statement: on 菩薩蠻 格三 it places positions
# 6/13 in the same group as 18/23, and 菩薩蠻 changes rhyme between them --
# 雪 does not rhyme 眉. The groups here are read from what the notation prints:
# a new group at every 换 marker, and at every change in the register the
# template mandates at consecutive rhyme positions. That declines to assert a
# 平仄通叶 relation anywhere, which is the conservative direction: it can only
# split a real group, never merge two.
#
# THE MARKER GRAMMAR IS LOCALLY AMBIGUOUS and the parse is constrained, not
# guessed. 平 and 仄 are both template symbols and rhyme-marker prefixes
# (平韵, 仄韵, 换平韵, 换仄韵), so `中仄中平仄韵` is five template positions plus
# 韵 or four plus 仄韵. The parse is a search required to satisfy the source's
# own two invariants at once -- the template length must equal `ge_lyu_str`
# and the 韻 positions must equal `rhyme_pos`. 8 of 2,294 格 admit no such
# parse and are REFUSED rather than resolved by a tie-break (doctrine 66).
# Reading every 平/仄 as template instead -- the obvious first pass -- drops
# every 換韻 tune including 菩薩蠻's canonical 格, and drops them SILENTLY,
# because a mis-parse fails the invariant and looks like an unparsable file.
tune	aliases	chars	groups	ju	du	template
定西番		35	11.14/20/25/31/34	5.8		中仄中平平仄平仄仄仄平平仄平平平仄中平平仄中平中仄平仄仄中平平仄仄平平
定西番		35	11.14.25.34	5.8.20.31		平仄平平中仄平仄仄仄平平仄平平中仄中平中仄平平仄仄平仄仄中平平仄仄平平
定西番		41	11.20.31.40	5.8.17.26.37		仄仄仄平平仄平仄仄仄平平中仄中平平仄仄平平平中仄平平仄仄平平仄平仄仄平平平仄仄平平
江城子		35	6.9.12.21.34	28.31	16	中中平中中中平仄平平中中平中中中中中仄仄平平中仄中平中仄仄中中仄仄平平
江城子		36	6.9.12.21.35	28.32	16	仄仄平平仄仄平仄平平仄平平仄仄平平仄仄仄平平平仄平平平仄仄平平仄仄仄平平
江城子		37	6.11.14.23.36	30.33	18	仄仄平平仄仄平平平平仄平仄平平仄仄平平平仄仄平平仄仄平平平仄仄平仄仄仄平平
江城子		36	5.10.13.22.35	2.29.32	17	平平仄仄平平平平仄仄平仄平平仄仄平平仄仄仄平平仄仄平平平仄仄平仄仄仄平平
江城子		70	6.9.12.21.34.41.44.47.56.69	28.31.63.66	16.51	中平中仄仄平平仄平平仄平平中仄中平中仄仄平平中仄中平平仄仄平中仄仄平平中平中仄仄平平仄平平仄平平中仄中平中仄仄平平中仄中平平仄仄平中仄仄平平
望江怨		35	2.9.14.21.24.34	29		平平仄仄仄平平仄平仄平平平仄仄仄平平仄平平仄仄平仄仄仄仄平平仄平平仄仄
長相思		36	2.5.12.17.20.23.30.35			中中平仄中平平仄平平仄仄平平平仄仄平仄平平中平平仄仄平平平仄平仄平平仄平
長相思		36	2.5.12.17.23.30.35	20		平仄平仄仄平平仄平平平仄平平平平仄平中平平中平平仄仄平平平仄平平平仄仄平
長相思		36	2.5.12.17.20.23.30.35			平平平平平平仄仄平平仄仄平平平平仄平平平平平平平仄仄平平仄仄平仄平平仄平
長相思		36	2.5.12.17.20.23.30.35			中中平仄中平平仄平平平仄平平平仄仄平中中平中中平平仄平平仄仄平平平平仄平
長相思		36	2.5.12.17/23.30.35	20		仄平平仄平平仄仄平平平仄平平平平仄平仄平平仄平平仄仄平平平仄平平平平仄平
思帝鄉		36	1.6.15.26.35	12.21	32	平平仄平平仄平中仄仄平平仄仄平平中仄中平中仄中平中仄平中仄仄平平仄仄平平
思帝鄉		34	2.7.16.25.33	13.22	30	平仄平仄平平仄平仄仄平平平仄仄平平仄仄平平仄仄仄平平仄仄平平仄仄平平
思帝鄉		33	5.14.23.32	2.11.20	29	平仄仄仄平平仄仄平平平仄仄平平仄仄平平仄仄仄平平仄仄平平平仄仄平平
相見歡		36	5.8.17/20.23/26.35		14.32	中平中仄平平仄平平中仄中平中仄仄平平中中仄中中仄仄平平中仄中平中仄仄平平
相見歡		36	5.8.17/20.23/26.35		14.32	仄平仄仄平平仄平平仄仄平平仄仄仄平平平平仄平仄仄仄平平平仄仄平平仄仄平平
相見歡		36	5.8.17.26.35	20.23	14.32	平平平仄平平仄平平仄仄平平平仄仄平平平仄仄平仄仄仄平平平仄仄平平仄仄平平
相見歡		36	5.8.17.26.35	23	14.32	仄平平仄平平仄平平仄仄平平平仄仄平平平仄平平平仄仄平平平仄平平仄仄仄平平
相見歡		36	5.8.17.23.26.35	20	14.32	平平平仄平平仄平平平仄平平仄仄仄平平仄仄仄仄平平仄平平平仄仄平平仄仄平平
河滿子	何滿子	36	11.23.35	5.17.29		中仄中平中仄中平中仄平平中仄平平平仄中平平仄平平中仄中平中仄中平中仄平平
河滿子	何滿子	37	11.24.36	5.18.30		仄仄仄平平仄平平仄仄平平平仄平平平仄仄仄平平仄平平仄仄平平平仄仄平平仄平平
河滿子	何滿子	73	11.23.35.47.60.72	5.17.29.41.54.66		平仄平平仄仄平平仄仄平平仄仄平平平仄仄平平仄平平仄仄平平平仄平平仄仄平平平仄仄平平仄仄平平仄平平仄仄平平平仄仄仄平平仄平平仄仄平平平仄平平仄仄平平
河滿子	何滿子	74	11.24.36.48.61.73	5.18.30.42.55.67		仄仄平平仄仄仄平平仄平平仄中中中平中仄仄平平仄平平仄仄平平平仄仄平平仄平平平仄平平仄仄仄平平仄平平中中平中平中仄仄平平仄平平平仄仄平平仄仄平平仄平平
河滿子	何滿子	74	5.11.24.36.42.48.61.73	18.30.55.67		仄仄平平平仄平平平仄平仄仄平平仄仄平仄平仄仄平平仄平平仄平平仄平仄平平平仄仄仄平平仄仄仄仄平平仄仄平平仄仄仄平仄仄仄仄平平仄平仄平平仄仄仄仄平平仄仄
風光好		36	2.5.12.15/22.25/32.35			仄平平仄平平中仄平平仄仄平仄平平平平中仄平平仄平平仄中仄平平仄仄平仄平平
誤桃源		36	9.14.17.27.35	4.22.32		仄仄仄平仄仄仄仄平平仄平平仄平仄平平仄平仄仄仄平仄仄平平仄仄仄平仄仄平平
望梅花		38	5.11.18.24.31.37			平仄平平平仄仄仄平平平仄仄仄平平平仄仄仄仄平平平仄平仄仄平平仄仄平仄平平平仄
望梅花		38	6.20.25.32.37	13	9	仄平平仄仄平平仄仄仄平平平仄仄仄平平平仄平平仄仄平平平仄平平仄仄平平仄仄平平
望梅花		70	3.9.17.21.28.34.38.44.52.56.63.69		12.47	中平平仄中仄中平平仄仄平平仄仄平仄仄平平平仄中仄仄平平仄仄仄仄平平仄仄仄平平仄仄仄中平平仄仄平平平仄平平仄仄平平仄中仄平平平仄仄仄仄中平中仄
望梅花		72	3.9.22.35.39.45.58.71	16.29.52.65		仄平平仄仄仄仄平平仄平仄仄平平仄仄仄仄平平平仄平仄仄平平仄仄仄仄平平仄仄仄平平仄仄仄仄平平仄仄仄仄平平仄仄仄仄平平仄仄平仄平平平仄仄仄仄平平平仄
望梅花		82	5.12.26.29.40.46.53.67.70.81	16.20.33.57.61.74	8.36.49.77	中仄平平中仄平中中中平中仄中仄平平中平中仄中仄中平中仄中中仄仄仄平平中中中中中中仄中仄中平中仄中中中仄平仄仄中仄平平平平中仄中仄中平中仄中中仄仄仄平平中中中中中中仄
醉太平		38	3.7.13.18.22.26.32.37			平平仄平平平仄平中平中仄平平仄平平仄平中平仄平中平仄平中平中仄平平仄中平仄平
醉太平		45	3.7.14.19.26.32.39.44	29		中平仄仄平平仄仄仄平平仄仄平仄仄平平中仄平平中中中平仄平中仄中平仄仄仄平平仄平仄仄中中中仄
醉太平		46	3.7.14.19/26.33/40.45			平平仄平仄仄平平中平中仄仄平平仄平平仄平中平中仄平平仄中平中仄中平仄仄平中仄仄平平仄平平仄平
上行杯		38	12/19.23/29.31.33/37	5.26	8	仄仄平平平仄平仄仄仄仄平平平仄平平平仄仄平平仄仄仄平平平仄仄仄仄平仄平仄平平
上行杯		39	5.12.19.23/29.31.34.38	26	8	平仄平平仄仄平仄仄仄平平仄仄仄平平平仄仄平平仄仄仄平平平仄仄仄仄平仄仄平仄平仄
上行杯		41	5.12.19.25.32.34.40	37	8	中仄仄平平仄仄平平中中平仄中仄中平平仄仄平仄仄平平仄中仄仄平中中仄平仄平仄仄仄平仄
感恩多		39	4.9/14.17.26.29.38	23.33		仄平平仄仄平仄平平仄仄平平仄平仄平平仄仄平平仄仄仄平平仄平平仄仄平平仄平平仄平
感恩多		40	4.9/14.17.27.30.39	24.34		仄平平仄仄平仄平平仄仄平平仄平仄平平仄仄平平仄平仄仄平平仄平平仄仄平平仄平平仄平
長命女		39	2.9.14.26.33.38	20		平仄仄中仄中平平仄仄中仄平平仄仄中平平中仄中仄中平中仄中仄中平平仄仄仄仄平平仄
春光好		40	5.8.17.29.39	2.14.23.36		平平仄仄平平仄平平仄仄仄平平仄仄平平仄仄仄平平仄平平仄仄平平平仄平平平仄仄仄平平
春光好		41	5.8.15.18.30.40	2.24.37		中中仄仄平平仄平平平仄平平中中平仄平平中仄平平中仄平平仄仄中平中仄中平平仄仄仄平平
春光好		41	5.8.18.30.40	2.15.24.37		平中仄仄平平仄平平中仄中平平仄仄仄平平中仄中平中仄中平中仄平平中仄中平平仄仄仄平平
春光好		41	5.8.18.24.30.40	2.15.37		平仄仄仄平平仄平平仄仄中平中中仄仄平平平仄仄仄平平仄平仄仄平平仄仄平平平仄仄仄平平
春光好		42	5.8.18.24.31.41	2.15.38	27	中中中仄平平仄平平中仄中平平仄仄仄平平中中中仄平平中中仄中中中平中仄平平平仄仄仄平平
春光好		42	5.8.18.24.31.41	15.38	27	平平仄仄平平仄平平仄仄平平平仄仄仄平平平仄仄仄平平平平仄仄仄平平平仄平平平仄仄仄平平
春光好		43	5.8.18.24.31.42	2.15.38	27	平平仄仄平平仄平平平仄平平平仄仄仄平平平平仄仄平平平平仄平仄平平仄仄平平平仄仄仄仄平平
春光好		48	5.12.23.29.36.47	19.43	8.32	中平中仄平平中中仄平平仄平中仄平平平仄仄中仄平平平平中仄平平仄中仄平平仄平中仄平平平仄仄仄仄平平
酒泉子		40	3/9.15/18/25.30.36/39	12.33		中仄中平中仄中平中仄中中平平中仄中平平中平中仄中平仄中中平中仄中中平中中仄仄平平
酒泉子		40	9.15/18/25.30.36/39	3.12.33		仄仄仄平仄仄平平仄仄仄平平平仄仄仄平平仄平平仄平平仄仄平平仄仄仄仄平平仄仄仄平平
酒泉子		40	3/9.15/18/25.30.36/39	12.33		仄仄仄平平仄仄平平仄仄平平平仄仄仄平平仄平平仄平平仄平仄平仄仄仄仄平平仄仄仄平平
酒泉子		41	3/9.15/18/25.31.37/40	12.34		仄仄平平平仄仄平平仄仄平平平仄仄仄平平仄平平仄平平仄仄仄平平平仄仄平平平仄仄仄平平
酒泉子		43	3/10.16/19/26.33.39/42	13.36		仄仄平平平仄仄平平仄仄仄平平平仄仄仄平平平平仄仄平平仄仄仄仄平平仄仄仄平平平仄仄仄平平
酒泉子		40	3/9.15/18.25/30.36/39	12.33		平仄仄平平仄平平平仄仄平平平仄仄仄平平仄平平仄仄平平仄平平仄仄仄平平平仄仄仄平平
酒泉子		41	3/9.15/18.25/31.37/40	12.34		平仄仄平平仄仄平平仄仄平平平仄仄仄平平仄平平仄仄平平平仄仄平平仄仄平平平仄仄仄平平
酒泉子		43	3/10.16/19.26/33.39/42	13.36		平仄仄平平仄仄平平仄仄仄平平平仄仄仄平平仄平平仄仄平平平仄仄平平仄仄仄平平平仄仄仄平平
酒泉子		42	3/9.15/18/25.32.38/41	12.35		仄仄平平仄仄仄平平仄仄平平平仄仄仄平平仄平平仄平平仄仄仄平平平仄仄仄平平平仄仄仄平平
酒泉子		44	3/10.14/17.20/27.34.40/43	37		仄仄平平仄仄仄平平仄仄平平平仄仄平平仄平平平平平仄平平仄仄仄平平平仄仄仄平平平仄仄仄平平
酒泉子		42	3/10.16/19.26/32/41	13.35.38		平仄平平仄仄平平平仄仄平平平平平仄仄平平平平平仄仄平平仄仄仄平平仄仄平平平仄仄仄平平
酒泉子		42	3/10/19.26/32/41	13.16.35.38		平仄平平平仄仄平平仄仄仄平平平平仄仄平平平平平仄仄平平平仄平平平仄仄平平平仄仄仄平平
酒泉子		45	10/17.20.27/34/41.44	3		仄仄仄平仄仄平平平仄仄仄平平仄仄平平仄平平仄平仄仄仄平平仄仄平平平仄仄平平仄仄仄平平仄平平
酒泉子		43	10/17.20.27/32/39.42	3		仄仄仄平平仄仄平平仄仄仄平平仄仄平平仄平平仄平平仄仄平平平平平仄仄平平仄仄仄平平仄平平
酒泉子		42	13.19/26.31.38/41	3.10.16		仄仄仄平平仄仄平平仄仄仄平平平仄仄仄平平仄平平仄仄平仄平仄平平仄仄平平仄仄平仄仄平平
酒泉子		43	10.14/17.20.27.39.42	3.32		仄仄平平平仄仄平平仄仄平平仄仄仄平平仄平平平平仄仄仄平平仄平平仄仄平平仄仄仄平平仄平平
酒泉子		43	16.19.26.39.42	3.9.32		仄仄平平平仄仄平平仄仄平仄仄仄平平仄平平平平平仄仄平平仄仄仄平平仄仄平仄仄仄平平仄平平
酒泉子		45	17.20.27.41.44	3.10.34		中仄中平中仄中平平仄仄中平中仄仄平平仄平平中平中仄仄平平中仄中平平仄仄中平中仄仄平平仄平平
酒泉子		43	16.19.26.42	3.9.33.36.39		平仄平平平仄仄平平仄仄平平仄仄平平仄平平平平仄仄仄平平仄仄平平平仄仄仄平平仄平仄仄平平
酒泉子		42	3.19.26.41	10.13.16.32.35.38		平仄平平平仄平平平仄仄平仄平平仄仄仄平平仄平平仄仄平平平平平平平仄平平平平仄仄仄平平
酒泉子		43	17.20.27/39.42	3.10.32		仄仄平平仄仄仄平平仄仄仄平仄仄仄平平仄平平平平平仄仄平平仄平平仄仄仄平仄仄仄平平仄平平
酒泉子		42	16.19.25/38.41	3.9.22.31		平仄平平仄仄仄平平仄仄平平仄仄平平仄平平平仄仄仄平平平仄仄平平仄仄平平仄仄平平仄平平
怨回紇		40	9.19.29.39	4.14.24.34		仄仄中平仄平平仄仄平中平中仄仄中仄中平平平仄平平仄平平中仄平中平平仄仄平仄仄平平
怨回紇		40	6.13.27.39	20.32		平平仄仄仄平平平平仄仄仄平平仄仄平平平仄仄平平仄仄仄平平仄仄平平仄平平仄仄仄平平
生查子		40	9.19.29.39	4.14.24.34		中中中中中中仄平平仄中中仄中平中仄平平仄中中中中平中仄平平仄中仄仄平平中中中平仄
生查子		40	9.19.24.29.39	4.14.34		平平平仄平仄仄平平仄仄仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄平仄仄平平平仄平平仄
生查子		41	9.19.25.30.40	4.14.22.35		平平平仄平平仄平平仄平仄仄平平仄仄平平仄仄中平平中仄平仄平平仄仄仄仄平平仄仄平平仄
生查子		42	9.19.31.41	4.14.26.36		仄仄仄平平仄仄平平仄平仄仄平平仄仄平平仄平平仄仄仄平平仄仄平平仄平仄仄平平仄仄平平仄
生查子		42	5.10.20.26.31.41	2.15.23.36		平仄平仄平仄平仄平平仄平仄仄平平平仄平平仄平仄平平仄仄平仄平平仄仄仄仄平平平仄平平仄
蝴蝶兒		40	2.5.12.17.27.34.39	22		平仄平仄平平仄平平仄仄平平仄平仄仄平平仄平平仄平平仄仄平平平平仄仄平平仄平平仄平
添聲楊柳枝		40	6.9.16.19/26.29/36.39			中仄平平仄仄平仄平平中中平中仄中平仄平平中仄中平平仄仄平中仄中平中仄仄平平仄平平
添聲楊柳枝		40	6.9.16.19.29.36.39	26		中仄平平中仄平仄平平中平中仄仄平平仄平平中仄中平平仄仄仄平平中平平仄仄平平仄平平
添聲楊柳枝		44	4.9.16.19.21.24.26.29.31.38.41.43	2.7		平平仄仄平平仄仄仄平仄仄平平平仄平仄平平仄平仄仄平仄平仄平平仄平平仄平平仄仄平仄平平仄平
醉公子		40	4.9/14.19/24.29/34.39			中中平中仄中中平中仄中仄仄平平中平中仄平中中平中仄中中平中仄中仄仄平平平平中仄平
醉公子		40	4.9/14.19/24.29/34.39			仄平平仄仄仄平平仄仄仄仄仄平平平平仄仄平平平平仄仄仄平平仄仄平仄仄平平平平平仄平
醉公子		40	4.9/14.19/24.29/34.39			仄仄平平仄仄平平仄仄平仄仄平平仄平平仄平仄平平仄仄平平平仄仄仄仄仄平平平平仄仄平
醉公子		106	4.12.24.27.38.52.59.67.79.82.93.105	8.16.20.34.43.47.71.75.89.100	30.64.85.96	平平平平仄平平平仄仄仄平仄仄仄平平仄仄平平仄仄平仄平仄仄仄平平仄仄平仄平仄平仄仄平平平仄平仄仄平平仄仄平仄平平仄平平平仄仄仄仄平平仄平仄仄仄平平仄仄平平平仄平仄平仄仄仄平平仄平平仄平仄平仄仄平仄平仄平平仄平平仄仄
昭君怨		40	5.11/16.19/25.31/36.39			中仄中平中仄中仄中平中仄中仄仄平平仄平平中仄中平中仄中仄中平中仄中仄仄平平仄平平
昭君怨		39	5.11/16.19/24.30/35.38			仄仄平平平仄平仄平平平仄仄仄仄平平仄平平仄仄平平仄仄仄仄平平仄平仄仄平平仄平平
昭君怨		40	5.11/16.19/22.25.31/36.39			仄仄平平平仄平仄仄平平仄仄仄仄平平仄平平平仄仄平仄仄平仄平平仄仄平仄仄平平仄平平
玉蝴蝶		41	5.10.15.20.30.35.40	25		平平平仄平平中中中中平仄仄仄平平平平仄仄平平平平仄仄平仄仄平平平仄仄平平仄平平仄平
玉蝴蝶		42	5.10.15.20/23.26/31.36.41	2		平仄仄仄平平仄平平仄平仄仄仄平平平平仄仄平平平仄平平仄平仄仄平平平仄仄平平仄平平仄平
玉蝴蝶		99	13.23.37.40.48.50.62.73.87.90.98	5.9.17.30.44.54.58.66.80.94	26.33.76.83	中仄中平中仄中中中仄中仄平平中仄平平中仄中仄平平中平中中平中仄中中仄中仄平平仄平平中平中仄中仄平平中平中平中仄中平中仄中仄平平仄仄平平中平中仄仄平平仄中中中平中仄中中中中仄平平仄平平中平中仄中仄平平
玉蝴蝶		99	13.23.37.40.48.50.62.73.87.90.98	5.9.19.30.44.54.58.68.80.94	26.33.76.83	仄仄仄平平仄仄平平仄平仄平平仄仄平平平仄仄仄平平仄平平仄平仄仄平仄仄仄仄平平仄平平仄平平仄仄仄平平平平仄平平仄平平平仄仄仄平平仄仄平平仄仄仄仄仄平平仄平平仄平仄仄仄仄仄平仄平平仄平平仄平平仄仄仄平平
玉蝴蝶		98	13.23.37.40.48.50.62.72.86.89.97	5.9.19.30.44.54.58.68.79.93	26.33.75.82	仄仄平平平仄仄平平仄平仄平平仄仄平平平仄平仄平平仄平平平平仄仄平仄仄仄仄平平仄平平仄平平仄平仄平平平平仄平仄仄仄平平仄平仄平平平仄仄平平仄仄仄平平仄平平平平仄仄平仄仄仄仄平平仄平平仄平平仄平仄平平
玉蝴蝶		99	13.23.37.40.48.62.73.87.90.98	5.9.17.30.44.54.58.66.80.94	26.33.76.83	平仄仄平平仄仄平平仄平仄平平平仄平平仄仄仄仄平平仄平平平平仄仄平仄仄平仄平平仄平平仄平仄仄平仄平平仄仄平平平仄平平仄仄平仄平平仄仄平平仄平平仄仄平平仄仄仄平平仄仄仄平仄平仄平平仄平平仄平平仄平仄平平
玉蝴蝶		99	13.23.37.40.48.50.62.73.87.90.98	3.9.19.30.44.54.58.66.80.94	26.33.76.83	仄仄仄平平仄平平平仄平仄平平平仄平平仄仄平仄平平仄平平平平仄仄仄平仄平仄平平仄平平平平平仄仄仄平平平平平平仄仄平平仄仄平仄平平仄仄平平平平仄仄仄平平仄平平平平平仄平仄仄仄仄平平仄平平平平仄仄仄仄平平
女冠子		41	3.9/12.22.32.40	17.27.37		中中中仄中中中平中仄仄平平中仄平平仄平平仄仄平中平平仄仄中仄仄平平中中平中仄仄平平
女冠子		107	3.9.13.25.38.50.58.68.72.81.94.106	17.21.30.34.42.46.77.86.90.98.102	53.61	仄平平仄平平中仄平仄平平平仄中平中仄仄中中中平平平仄平平平仄仄仄仄中平仄平平仄仄平仄仄仄仄平平中平中仄仄平平平仄平平仄仄平平平仄仄平平平仄仄平平仄仄仄中中仄平平平仄仄平平仄仄仄平中仄仄中平仄仄平平仄仄平中仄中平平仄
女冠子		110	3.9.13.25.40.53.60.70.74.83.96.109	17.21.30.34.47.65.79.88.92.101.105		仄平平仄平平平仄平仄平平平仄仄平平仄仄仄平平平平平仄平平平仄仄仄仄仄平仄仄仄平仄仄仄仄平平仄仄仄平仄仄平平仄平平平仄平平仄仄仄平平仄仄仄平平仄仄平平仄仄仄仄仄仄平平平仄仄平平仄仄仄平仄仄仄仄平仄仄仄平平仄仄平平仄仄平平仄
女冠子		111	3.10.17.30.40.53.75.86.97.110	21.34.45.49.58.62.68.79.90.102.106	6.13.27.71.93	仄平平仄平平仄平平仄仄仄平仄仄仄平仄仄平仄仄仄平仄仄平平仄平仄平仄平平仄平平仄平仄仄平平平仄平平仄仄仄平平仄仄仄仄平平平平仄仄仄仄平平仄仄平平仄平平仄仄仄平仄仄平仄平平仄平仄仄仄平平仄平平仄平平仄仄平平平仄仄平仄仄仄平平仄
女冠子		112	3.9.25.30.40.53.60.70.74.83.88.98.111	13.17.21.36.47.65.79.94.103.107	43	仄平平仄中平平仄平仄平平平仄仄平平仄仄仄平平平平平仄平平平仄仄仄仄仄平中仄仄平中仄仄中平平仄仄仄平仄平平中仄平平中仄平平仄仄中平平仄仄仄平平仄仄平平仄仄仄仄仄仄中平平仄中平平仄仄仄仄仄平平仄仄平平仄仄仄平平仄仄平平仄仄平平仄
女冠子		113	3.9.16.28.34.41.53.70.87.93.100.112	6.20.24.45.49.57.63.74.81.104.108	12.77	仄平平仄仄平平平平仄仄平仄平平平仄平平平仄平平平仄平平平仄平平仄仄平仄平平仄仄平平仄平平仄仄平平仄仄平平仄仄仄仄平平平仄平平仄仄仄仄仄仄平平仄仄平平仄仄平平仄平仄仄仄仄平平平仄平平仄仄平仄平平仄仄平平仄仄平平仄平平仄仄平平仄仄
女冠子		114	3.10.15.28.42.54.62.72.76.87.100.113	20.24.34.38.46.50.81.92.96.107	6.57.65.103	平平仄仄仄平平仄仄平仄平平仄仄仄仄平平仄仄仄仄平平仄平平仄仄平平平仄仄仄仄平平仄平平仄仄平平仄仄仄平平仄平平仄仄平平平仄平平仄仄平平平平仄仄平平仄仄平仄仄仄平平仄仄平仄仄平平仄平平平仄仄仄仄平平仄平平仄仄仄平平仄仄仄仄仄平平平仄
中興樂		41	6.12/15.17/20/27.30.34.36/40			仄仄平平平仄平平平仄仄平平仄平仄平仄仄平平平平仄仄平平仄平平仄仄平平仄平仄仄仄平平
中興樂		42	6.12.20.26.29.41	16.33.37		平平仄仄仄平平平平仄仄平平平仄平平仄仄平平平平平仄仄平平平平平平仄仄仄平平仄仄仄平平
中興樂		84	6.12.20.26.29.41.48.54.62.68.71.83	16.33.37.58.75.79		仄平仄仄仄平平平平仄仄平平仄平平仄平仄平平平平平仄平平仄平平仄平仄仄平平仄仄仄仄平平平平平仄仄平平仄平仄仄平平仄平平仄仄仄平平仄平平仄平平仄平平仄平平仄平平平仄平仄平平
紗窗恨		41	6/9/16/19.33.40	26.37	22.29	平平仄仄平平仄仄平平仄平中仄平平仄仄平平仄平仄仄中平仄中中中中仄平平仄仄平平仄平平
紗窗恨		42	6/9/16/19.33.41	26.38	22.29	平平仄仄平平仄仄平平仄平仄仄平平仄仄平平仄平仄仄平平仄仄仄平平仄平平仄仄平平仄仄平平
醉花間		41	2.5.10.20.25.30.40	15.35		平平仄仄平仄平仄平平仄平仄仄平平中仄平平仄中中中中仄中中平中仄平中仄中平中仄平平仄
醉花間		41	2.5.10.20.30.40	15.25.35		平平仄仄平仄平仄平平仄平仄仄平平平仄平平仄仄仄仄平平平平平仄仄平仄仄平平仄仄平平仄
醉花間		50	6.11.21.26.31.36.49	16.43.46		中仄中平平仄仄中平平仄仄平仄仄平平平仄平平仄中平平仄仄仄仄平平仄中平平仄仄中平中仄仄平平仄平平平仄仄
點絳脣		41	10.14.19.28.31.35.40	3.23		中仄平平中平中仄平平仄中平中仄中仄平平仄中仄中平中仄平平仄中中仄中平中仄中仄平平仄
點絳脣		41	7.10.14.19.28.31.35.40	3.23		仄仄平平平平平仄平平仄平平仄仄仄仄平平仄仄仄平平平仄平平仄平平仄仄平平仄平仄平平仄
點絳脣		43	11.15.20.30.33.37.42	3.24		仄仄平平仄平平平仄平平仄仄平平仄仄仄平平仄平仄平平平平仄平平仄平平仄仄平平仄平仄平平仄
平湖樂		42	6/11.18/21/28/41	32.36		中平平仄仄平平中仄平平仄中仄平平仄平仄仄平平中平中仄平平仄中平中仄中平中仄中仄仄平平
平湖樂		42	6/11.18/21/28.32.36/41			平平平仄仄平平平仄平平仄平仄平平仄平仄仄平平平平仄仄平平仄平平仄仄平平平仄平仄仄平平
