# CMUdict letter-to-sound rules, derived by Viterbi-EM alignment.
# BUILT BY quality/g2p.py --train.  Training split = 105744 CMUdict headwords; 11749 held out (fraction 0.1, seed 20260811).
# Doctrine 13: these rules come from CMUdict, so any accuracy quoted for them is on the HELD-OUT split and nowhere else.
#kind	level	key	phones	count
L	2	kpa	P AE	4
L	2	kpi	P AY	3
L	2	kpo	P AA	4
L	2	ku$		6
L	2	kub	Y UW	11
L	2	kuo	UW OW	3
L	2	kup		11
L	2	kuz	AH Z	3
L	2	kwa	W ER	4
L	2	kwe	EH L	4
L	2	kwo	W ER	11
L	2	ky$	K IY	149
L	2	kya	AA R	7
L	2	kyd	AY	3
L	2	kyr	AY	4
L	2	kys	S ER	3
L	2	lb$	L B	8
L	2	lbe	B ER	66
L	2	lbi	B IY	6
L	2	lbo	B OW	12
L	2	lbs	B Z	3
L	2	lbu	L B	14
L	2	lby	L B	8
L	2	lca	K AA	7
L	2	lce	S ER	3
L	2	lco	K OW	33
L	2	lcu	L K	10
L	2	lda	D AH	34
L	2	lde	D ER	92
L	2	ldn	N ER	7
L	2	ldo	D OW	19
L	2	ldt	OW L	9
L	2	lf$	L F	41
L	2	lfa	F AH	7
L	2	lfe	F ER	13
L	2	lfg	L F	3
L	2	lfi	F IY	20
L	2	lfo	F ER	27
L	2	lft	L F	3
L	2	lfu	L F	9
L	2	lg$	G	3
L	2	lga	G AH	12
L	2	lgi	JH IH	3
L	2	lgu	L G	4
L	2	lha	HH AH	9
L	2	lho	L HH	10
L	2	lke	L K	25
L	2	lki	K	11
L	2	lkn	N ER	4
L	2	lla	L AH	269
L	2	lld		11
L	2	lle	L	274
L	2	lli	L IY	192
L	2	llo	L OW	180
L	2	llp	L	6
L	2	llt	AO L	6
L	2	lma	AH N	173
L	2	lme	M ER	32
L	2	lmg	G R	3
L	2	lmi	M	12
L	2	lmo	AO R	15
L	2	lon		195
L	2	lp$	L P	11
L	2	lpa	P AH	8
L	2	lph	AE L	14
L	2	lpi	P	6
L	2	lpo	P OW	3
L	2	lta	T AH	17
L	2	lte	T ER	74
L	2	ltn	N ER	6
L	2	lto	AH N	43
L	2	ltu		8
L	2	lu$	L UW	13
L	2	lua	Y UW	11
L	2	lub	L AH	18
L	2	luc	L AH	38
L	2	lud	L UW	31
L	2	lue	L UW	42
L	2	lui	L UW	6
L	2	luk	L UW	13
L	2	lul	L UW	8
L	2	lum	L AH	94
L	2	luo	OW K	3
L	2	lup	L UW	12
L	2	lur	L ER	19
L	2	lut	L UW	44
L	2	lux	L AH	10
L	2	luz	L UW	4
L	2	lva	V AH	20
L	2	lve	L V	40
L	2	lvi	V IY	21
L	2	lwa	W ER	7
L	2	lwi	IH N	6
L	2	lwy	L W	3
L	2	lya	Y AH	4
L	2	lyd	L AY	3
L	2	lye	IY ER	6
L	2	lyg	IH G	3
L	2	lyi	L AY	14
L	2	lyl	L AY	4
L	2	lym	L IH	14
L	2	lyo	L IY	3
L	2	lyp	G L	4
L	2	lyr	IH R	7
L	2	lys	AH S	8
L	2	lyt	L IH	9
L	2	lyw	L AY	3
L	2	lz$	L Z	31
L	2	lza	L Z	4
L	2	lze	Z ER	20
L	2	lzh	L Z	3
L	2	lzi	Z IY	3
L	2	lzm	Z M	4
L	2	lzw	L Z	3
L	2	mb$		20
L	2	mbe	B ER	83
L	2	mbi	B IY	18
L	2	mbl	B AH	59
L	2	mbo	B OW	35
L	2	mbs	Z	14
L	2	mce	K AH	24
L	2	mci	K IH	11
L	2	mck	AH K	35
L	2	mcn	AH K	23
L	2	mco	K OW	13
L	2	mcr	AH K	8
L	2	mct	AH K	5
L	2	mcv		4
L	2	mfi	F IY	5
L	2	mfo	F ER	13
L	2	mga	R D	3
L	2	mgr	EH N	5
L	2	mha	HH AA	4
L	2	mke	K IY	7
L	2	mki	IH N	8
L	2	mla	L	3
L	2	mli	L	11
L	2	mma	M AH	15
L	2	mmi	M	33
L	2	mmo	AH N	30
L	2	mmu	Y UW	30
L	2	mon		294
L	2	mph	F AH	16
L	2	mpi	P	25
L	2	mpk	P K	4
L	2	mpp		5
L	2	mud	AH	12
L	2	mue	Y UW	8
L	2	mum	AH	20
L	2	mur	ER	36
L	2	mut	Y UW	34
L	2	mve	EH N	3
L	2	mwi	W AY	3
L	2	mwo	W ER	3
L	2	my$	IY	53
L	2	mye	IY ER	5
L	2	myl	IH L	3
L	2	mys	IH S	15
L	2	myt	IH TH	5
L	2	nba	N B	24
L	2	nbe	N B	74
L	2	nbi	B	3
L	2	nbl	R N	4
L	2	nc$	NG K	17
L	2	nca	K AH	27
L	2	nci	N S	85
L	2	ncl	N K	12
L	2	nco	N K	54
L	2	ncs	AE N	3
L	2	nct		15
L	2	ncu	IH N	11
L	2	ncy	AH N	55
L	2	nd$	N D	370
L	2	nda	D AH	116
L	2	ndb	N D	18
L	2	ndc	N D	9
L	2	ndd	AE N	4
L	2	nde	D ER	330
L	2	ndf	N D	8
L	2	ndg	N D	4
L	2	ndh	N D	22
L	2	ndi	N D	156
L	2	ndl	N D	102
L	2	ndn	D N	4
L	2	ndo	N D	87
L	2	ndp	EH N	4
L	2	ndr	N D	51
L	2	ndt	AE N	13
L	2	ndu	IH N	35
L	2	ndv	N D	5
L	2	ndw	N D	10
L	2	ndy	N D	22
L	2	nfa	IH N	8
L	2	nfe	N F	16
L	2	nfi	N F	37
L	2	nfl	IH N	32
L	2	nfo	IH N	33
L	2	nfr	N F	17
L	2	nft	N F	4
L	2	nfu	N F	9
L	2	nga	G AH	37
L	2	ngd	IH NG	8
L	2	nge	NG ER	252
L	2	ngf	IH NG	4
L	2	ngh	IH NG	47
L	2	ngi	N JH	23
L	2	ngl	IH NG	98
L	2	ngm	NG M	17
L	2	ngo	NG G	22
L	2	ngp	NG P	3
L	2	ngu	NG G	23
L	2	ngw	IH NG	9
L	2	ngy	N JH	5
L	2	nh$	IH N	4
L	2	nha	N HH	36
L	2	nho	N HH	26
L	2	nhu	AH N	5
L	2	nja	JH AH	5
L	2	nje	IH N	9
L	2	njo	EH N	9
L	2	nju	IH N	11
L	2	nk$	NG K	151
L	2	nkb	NG K	3
L	2	nke	NG K	101
L	2	nkf	NG K	3
L	2	nkh	NG K	4
L	2	nki	NG K	44
L	2	nkl	NG K	53
L	2	nkm	IH NG	3
L	2	nkn	NG K	4
L	2	nko	NG K	21
L	2	nkr	AE NG	8
L	2	nkt	K T	3
L	2	nkw	NG K	3
L	2	nky	NG K	7
L	2	nla	N L	10
L	2	nli	L	12
L	2	nlo	N L	8
L	2	nly	AH N	13
L	2	nma	N M	18
L	2	nme	N M	18
L	2	no$	N OW	539
L	2	noa	N OW	5
L	2	noi	N OY	16
L	2	non	N AA	128
L	2	nor	N AO	109
L	2	nos	N OW	33
L	2	nox	N AA	5
L	2	npe	N P	4
L	2	nph	N F	5
L	2	npl	P	7
L	2	npo	N P	12
L	2	ns$	N Z	812
L	2	nsf	AE N	13
L	2	nsg	AE N	5
L	2	nsi	N S	62
L	2	nsn	S N	5
L	2	nss	N S	4
L	2	nta	N T	133
L	2	ntb	N T	4
L	2	ntf	N T	3
L	2	nth	AE N	38
L	2	nti	N T	178
L	2	ntl	N T	54
L	2	ntm	T	7
L	2	ntn	N T	12
L	2	nto	N T	96
L	2	ntr	N T	87
L	2	ntu	N CH	20
L	2	ntw	N T	3
L	2	ntz	N T	34
L	2	nu$	N UW	10
L	2	nua	Y UW	10
L	2	nuc	N UW	19
L	2	nud	N UW	12
L	2	nue	Y UW	7
L	2	nug	N UW	5
L	2	nui	AH W	3
L	2	nul	N AH	10
L	2	num	N AH	24
L	2	nun	N AH	13
L	2	nup	N AH	8
L	2	nur	N ER	16
L	2	nut	N AH	37
L	2	nuz	N UW	4
L	2	nva	N V	9
L	2	nve	IH N	35
L	2	nvl	N V	4
L	2	nvo	IH N	15
L	2	nwa	N W	14
L	2	nwe	N W	9
L	2	nwo	N W	10
L	2	nwy	N W	3
L	2	ny$	N IY	185
L	2	nya	N Y	8
L	2	nyd	N AY	4
L	2	nye	N AY	3
L	2	nyi	Y IY	5
L	2	nyl	N AY	5
L	2	nym	N IH	10
L	2	nyo	N Y	6
L	2	nys	EH N	3
L	2	nyw	EH N	3
L	2	nz$	N Z	41
L	2	nze	N Z	33
L	2	nzi	Z IY	26
L	2	nzl	N Z	9
L	2	nzm	N Z	3
L	2	nzo	EH N	15
L	2	nzy	EH N	5
L	2	obe	B ER	35
L	2	obi	B IY	23
L	2	obj	AH B	7
L	2	obl	B AH	20
L	2	obo	B OW	19
L	2	obr	OW B	7
L	2	obs	B Z	21
L	2	obt	AH B	5
L	2	obv	AA B	5
L	2	oc$	AA K	12
L	2	oca	K AH	31
L	2	oce	AH S	11
L	2	oci	S IY	14
L	2	ocl	OW K	12
L	2	oco	K OW	22
L	2	oct	AA K	26
L	2	ocu	K Y	14
L	2	oda	D AH	30
L	2	odg	L AA	6
L	2	odk	D K	5
L	2	odz	JH IH	3
L	2	of$	UW F	11
L	2	ofa	OW F	4
L	2	ofe	F ER	10
L	2	off	AO	60
L	2	ofi	F IY	8
L	2	ofl	OW F	6
L	2	ofo	OW F	5
L	2	oft	AO F	16
L	2	og$	AO G	19
L	2	oga	G AH	24
L	2	oge	AH N	19
L	2	ogi	AA JH	49
L	2	ogl	G AH	18
L	2	ogm	AA G	4
L	2	ogs	G Z	21
L	2	ogu	AH L	6
L	2	oh$	OW	7
L	2	oha	HH AA	8
L	2	ohe	AH N	5
L	2	ohi	OW HH	7
L	2	ohl	OW L	26
L	2	ohm	OW M	11
L	2	ohn	N	13
L	2	ohr	AO R	11
L	2	ohs	OW S	3
L	2	ohw	R OW	3
L	2	oja	Y AH	4
L	2	oje	AH JH	6
L	2	ojo	JH	3
L	2	ok$	UH K	74
L	2	oke	OW K	48
L	2	okk	AA K	3
L	2	okl	UH K	4
L	2	oku	OW K	9
L	2	oky	K	3
L	2	ola	L AH	130
L	2	ole	L	95
L	2	olh	L	3
L	2	oli	L IY	93
L	2	olm	L	18
L	2	oln	OW L	3
L	2	olo	L	87
L	2	ols	L S	47
L	2	olt	L	72
L	2	olu	L	27
L	2	olw	L	3
L	2	oma	M AH	53
L	2	omc	AA M	3
L	2	omk	AA M	4
L	2	omn	N IH	8
L	2	omo	M OW	42
L	2	omu	M Y	3
L	2	omy	AH M	10
L	2	oon		70
L	2	opa	P AH	14
L	2	ope	OW P	43
L	2	oph	AH F	30
L	2	opi	P IY	14
L	2	opo	AH P	30
L	2	opt	AA P	51
L	2	oto	T OW	56
L	2	otr	T R	13
L	2	oua	R UW	3
L	2	oub	R AH	12
L	2	oud	R AW	14
L	2	oue	L AH	3
L	2	oui	W IY	5
L	2	oul	OW L	21
L	2	oum	UW	3
L	2	oun	AW N	233
L	2	oup	R UW	27
L	2	our	AO R	62
L	2	out	AW	225
L	2	ova	V AH	40
L	2	ove	OW V	247
L	2	ovi	AH V	36
L	2	ovo	OW V	10
L	2	ovu	OW V	7
L	2	owa	AW AH	14
L	2	owb	S N	10
L	2	owc	OW K	4
L	2	owe	AW ER	56
L	2	owf	S N	3
L	2	owo	W ER	4
L	2	owr	OW R	3
L	2	owt	R OW	4
L	2	oxa	K S	3
L	2	oxm	S M	3
L	2	oxt	AA K	3
L	2	oy$	OY	42
L	2	oya	OY AH	22
L	2	oyc	OY S	4
L	2	oyd	R OY	7
L	2	oye	OY ER	25
L	2	oyi	OY	5
L	2	oyk	OY	3
L	2	oyl	OY L	17
L	2	oym	OY M	10
L	2	oyn	OY N	9
L	2	oys	OY Z	23
L	2	oyt	OY	6
L	2	oz$	OW Z	8
L	2	ozb	AA Z	4
L	2	oze	OW Z	8
L	2	ozi	IY ER	7
L	2	ozm	Z M	4
L	2	ozn	Z N	4
L	2	ozy	OW Z	3
L	2	ozz	OW T	8
L	2	pbo	AO R	4
L	2	pco	K OW	5
L	2	pda	D EY	4
L	2	pfe	F ER	16
L	2	pfl	L IY	3
L	2	pgr	R EY	5
L	2	pha	F AH	17
L	2	phe	F ER	26
L	2	phi	F IH	44
L	2	pho		29
L	2	phr	F R	6
L	2	phs	F S	13
L	2	pht	TH	4
L	2	phu		5
L	2	phy	F	17
L	2	pke	K	6
L	2	pki	IH N	10
L	2	pm$	EH M	3
L	2	pma	AH N	15
L	2	pme	AH N	8
L	2	pon	AA N	60
L	2	ppa	P AH	15
L	2	ppe	P	83
L	2	ppi	P	59
L	2	ppl	AH L	34
L	2	ppn	N ER	4
L	2	ppo	P OW	14
L	2	pto	AH N	25
L	2	ptu		12
L	2	ptw	P T	3
L	2	pu$	Y UW	3
L	2	pua	UW AH	3
L	2	pub	B L	13
L	2	puc	CH IY	4
L	2	pug	Y UW	7
L	2	pum	AH	12
L	2	put	Y UW	38
L	2	pwe	EH L	4
L	2	py$	IY	62
L	2	pyc	IY	4
L	2	pyr	IY	4
L	2	pyt	IH TH	3
L	2	pyw	IY	3
L	2	quo	OW	10
L	2	rba	ER B	27
L	2	rbe	R B	38
L	2	rbi	B	22
L	2	rbl	R B	14
L	2	rbo	R B	40
L	2	rbs	B Z	11
L	2	rbu	ER B	15
L	2	rc$	R K	7
L	2	rca	K AH	15
L	2	rce	R S	60
L	2	rci	R S	18
L	2	rck	AA R	4
L	2	rcl	K AH	7
L	2	rco	AA R	21
L	2	rct	AA R	3
L	2	rcu	K	13
L	2	rda	D AH	26
L	2	rdb	R D	9
L	2	rdc	R D	3
L	2	rde	R D	76
L	2	rdg	R D	7
L	2	rdh	R D	3
L	2	rdi	R D	72
L	2	rdn	N ER	6
L	2	rdo	R D	38
L	2	rdr	R D	12
L	2	rdt	AA R	24
L	2	rdu	AA R	9
L	2	rdw	R D	14
L	2	rdy	R D	8
L	2	rf$	R F	36
L	2	rfe	ER F	19
L	2	rff	AO R	6
L	2	rfi	R F	9
L	2	rfl	ER F	10
L	2	rfo	ER F	18
L	2	rfu	ER F	17
L	2	rg$	ER G	360
L	2	rga	G AH	34
L	2	rgd	ER G	4
L	2	rgh	ER G	17
L	2	rgi	R JH	23
L	2	rgo	AA R	21
L	2	rgs	G S	6
L	2	rgu	AA R	13
L	2	rgy	ER JH	7
L	2	rha	ER HH	22
L	2	rhe	ER HH	13
L	2	rhi	R AY	17
L	2	rho	ER HH	21
L	2	rhu	R UW	3
L	2	rhy		8
L	2	rix	R IH	8
L	2	rja	AA R	5
L	2	rje	JH IY	3
L	2	rjo	R JH	3
L	2	rk$	R K	73
L	2	rkd	R K	4
L	2	rke	R K	63
L	2	rkf	K	3
L	2	rkh	ER K	8
L	2	rki	R K	23
L	2	rkl	R K	13
L	2	rko	AA R	11
L	2	rkp	K	3
L	2	rku	R K	5
L	2	rkw	AA R	4
L	2	rky	ER K	4
L	2	rla	L AH	25
L	2	rli	L	52
L	2	rls	R L	12
L	2	rlt	R L	3
L	2	rlu	T ER	3
L	2	rma	AH N	179
L	2	rmb	AA R	3
L	2	rmc	AA R	3
L	2	rme	R M	47
L	2	rmi	ER M	48
L	2	rml	R M	8
L	2	rmo	R M	38
L	2	rmu	R M	21
L	2	rmy	R M	3
L	2	ro$	R OW	342
L	2	roe	R OW	43
L	2	ron		120
L	2	ros	R OW	178
L	2	rox	R AA	14
L	2	rp$	R P	38
L	2	rpa	ER P	18
L	2	rpe	R P	30
L	2	rph	AO R	22
L	2	rpi	P	9
L	2	rpl	R P	11
L	2	rpo	R P	33
L	2	rps	R P	8
L	2	rpt	R P	3
L	2	rqu	AA R	10
L	2	rtb	R T	7
L	2	rtc	R T	9
L	2	rtf	R T	8
L	2	rtg	AO R	3
L	2	rtl	R T	31
L	2	rtm	R T	17
L	2	rtn	R T	19
L	2	rto	R T	38
L	2	rtr	T R	16
L	2	rtt	AA R	6
L	2	rtw	R T	9
L	2	ru$	R UW	20
L	2	rua	R UW	5
L	2	rub	R UW	52
L	2	ruc	R AH	73
L	2	rud	R UW	61
L	2	rue	R UW	46
L	2	ruf	R AH	13
L	2	rug	R AH	21
L	2	ruh	R AH	5
L	2	rui	R UW	38
L	2	ruk	R AH	4
L	2	rul	R UW	21
L	2	rum	R AH	146
L	2	run	R AH	81
L	2	ruo	R UW	3
L	2	rup	R AH	22
L	2	rus	R AH	121
L	2	rut	R AH	42
L	2	ruv	R UW	5
L	2	rux	R AH	4
L	2	ruy	R	4
L	2	ruz	R UW	7
L	2	rv$	ER V	6
L	2	rva	ER V	23
L	2	rve	R V	38
L	2	rvi	ER V	45
L	2	rwa	R W	16
L	2	rwe	ER W	14
L	2	rwh	ER W	9
L	2	rwi	ER W	12
L	2	rwo	ER W	15
L	2	ry$	R IY	503
L	2	rya	R AY	7
L	2	ryb	R IH	10
L	2	ryc	R IH	6
L	2	ryd	R AY	7
L	2	rye	R AY	10
L	2	ryf	R IY	4
L	2	ryg	R IH	4
L	2	ryi	R AY	7
L	2	ryk	R AY	4
L	2	ryl	R AH	7
L	2	rym	R IY	13
L	2	ryn	R IH	7
L	2	ryo	R AY	5
L	2	ryp	R IH	4
L	2	rys	IH S	16
L	2	ryt	R IY	6
L	2	rz$	R Z	14
L	2	rzb	ER Z	3
L	2	rze	Z EH	5
L	2	rzi	R Z	5
L	2	rzo	AA R	5
L	2	rzy	ER Z	11
L	2	sba	B AE	15
L	2	sbe	S B	20
L	2	sbi	B IY	5
L	2	sbr	Z B	6
L	2	sc$	S K	3
L	2	sca	S K	112
L	2	sce	S EH	18
L	2	scl	S K	18
L	2	sco	S K	210
L	2	scr	S K	107
L	2	scu	S K	58
L	2	sde	AH N	7
L	2	sdi	S D	4
L	2	sdo	S D	5
L	2	sfa	S F	4
L	2	sfe	F ER	5
L	2	sfi	S F	13
L	2	sfo	S F	12
L	2	sfu	S F	5
L	2	sgi	S G	3
L	2	sgu	S G	8
L	2	sh$	IH SH	205
L	2	sha	SH AE	109
L	2	shb	AE SH	9
L	2	shd	AE SH	3
L	2	she	SH EH	116
L	2	shf	AE SH	4
L	2	shi	SH IH	211
L	2	shk	SH K	3
L	2	shl	IH SH	14
L	2	sho	SH AA	66
L	2	shr	SH R	30
L	2	sht	SH	5
L	2	shu	SH AH	38
L	2	shw	AE SH	3
L	2	shy	SH	5
L	2	sjo	SH OW	5
L	2	sju	IH	3
L	2	sk$	S K	41
L	2	ske	S K	88
L	2	sko	S K	43
L	2	sku	S K	15
L	2	sla	S L	76
L	2	sle	L ER	93
L	2	sli	S L	43
L	2	slo	S L	58
L	2	sly	AH S	60
L	2	sm$	AH M	190
L	2	sma	AH N	132
L	2	sme	S M	27
L	2	smi	S M	47
L	2	smo	S M	60
L	2	smu	S M	23
L	2	smy	S M	4
L	2	so$	S OW	107
L	2	soa	S OW	6
L	2	soc	S OW	25
L	2	soe	S OW	3
L	2	soj	S OW	5
L	2	sok	S AH	5
L	2	sor	S ER	37
L	2	sos	OW Z	4
L	2	sov	S OW	7
L	2	spa	S P	116
L	2	spe	S P	208
L	2	sph	S F	18
L	2	spi	S P	111
L	2	spl	S P	52
L	2	spo	S P	160
L	2	spr	S P	70
L	2	sps	S P	3
L	2	spu	S P	45
L	2	spy	S P	6
L	2	squ	S K	93
L	2	ssn	N ER	21
L	2	sta	S T	526
L	2	stb	S T	13
L	2	stc	S T	10
L	2	std	S T	6
L	2	ste	S T	537
L	2	stf	S T	16
L	2	sth	EH S	10
L	2	sti	S T	395
L	2	stl	S T	36
L	2	stm	S T	18
L	2	stn	N ER	8
L	2	sto	S T	418
L	2	stp	S T	15
L	2	str	S T	431
L	2	stu	S T	167
L	2	stw	IY S	4
L	2	sty	S T	35
L	2	su$	S UW	21
L	2	sua	S W	10
L	2	suc	S AH	47
L	2	sud	S UW	10
L	2	sue	S UW	14
L	2	suf	S AH	20
L	2	sug	S AH	10
L	2	suh	S UW	7
L	2	sui	S UW	29
L	2	suk	S UW	12
L	2	sul	S AH	56
L	2	sum	S AH	54
L	2	sun	S AH	63
L	2	suo	UW OW	3
L	2	sup	S UW	94
L	2	sur	S ER	110
L	2	sus	S AH	35
L	2	sut	S AH	17
L	2	sve	S V	5
L	2	swa	S W	71
L	2	swe	S W	66
L	2	swi	S W	66
L	2	swo	S W	34
L	2	sy$	S IY	53
L	2	syb	S IH	4
L	2	syc	K OW	15
L	2	syd	S IH	4
L	2	sye	S AY	3
L	2	syl	S IH	17
L	2	syn	S IH	47
L	2	sys	S IH	16
L	2	syt	R S	3
L	2	sz$	AH SH	7
L	2	sza	SH AH	6
L	2	sze	SH EH	13
L	2	szk	SH	5
L	2	szo	SH AA	4
L	2	szu	SH AH	3
L	2	szy	SH IH	5
L	2	tba	B AO	12
L	2	tca	K EY	5
L	2	tcl	K	3
L	2	tco	K OW	12
L	2	tda	D EY	6
L	2	tfa	F AO	7
L	2	tfi	F IY	9
L	2	tfl	AE NG	3
L	2	tfo	F ER	6
L	2	tga	G	3
L	2	th$	TH	182
L	2	tha	TH AH	65
L	2	thb	TH	7
L	2	thc	TH K	4
L	2	the	DH ER	140
L	2	thf	TH F	6
L	2	thh	TH HH	4
L	2	thi	TH IH	42
L	2	thl	TH L	6
L	2	thm	TH M	13
L	2	thn	N AH	3
L	2	tho	R N	27
L	2	thr	TH R	47
L	2	thu	TH	24
L	2	thw	TH W	8
L	2	thy	AH TH	9
L	2	tje	AH N	3
L	2	tke	K IY	20
L	2	tki	IH N	10
L	2	tko	K AO	9
L	2	tl$	AH L	7
L	2	tla	L AH	22
L	2	tli	L	35
L	2	tma	AH N	118
L	2	tme	M AH	29
L	2	ton		466
L	2	tp$	P IY	3
L	2	tpe	ER F	3
L	2	tph	F	3
L	2	tpi	T P	3
L	2	tta	T AH	65
L	2	ttl	AH L	59
L	2	ttm	M	18
L	2	ttn	N ER	16
L	2	tto	AH N	52
L	2	ttr	R AE	10
L	2	tts	S	48
L	2	tua	AH L	17
L	2	tub	AH	14
L	2	tuc	AH	14
L	2	tud	UW	16
L	2	tue	UW Z	5
L	2	tui	UW IH	4
L	2	tum	AH	36
L	2	tuo	CH W	4
L	2	tup	T AH	8
L	2	tur	CH ER	105
L	2	tut	IH T	18
L	2	tux	AH K	6
L	2	tv$	V IY	5
L	2	twa	W AA	12
L	2	two	T W	13
L	2	ty$	IY	453
L	2	tys	IY Z	4
L	2	tyt	IY	3
L	2	tzb	S	4
L	2	tze	Z ER	47
L	2	tzi	Z IH	11
L	2	tzk	S	11
L	2	tzl	L ER	9
L	2	uba	B AH	28
L	2	ubd	B	5
L	2	ube	B ER	46
L	2	ubi	B	19
L	2	ubl	B AH	25
L	2	ubm	B	10
L	2	ubn	N ER	3
L	2	ubr	B	8
L	2	uc$		5
L	2	uca	K AH	12
L	2	uce		26
L	2	uci		7
L	2	uco	K OW	7
L	2	uct		44
L	2	ucu	K	4
L	2	uda	D AH	23
L	2	udg		18
L	2	udo	D OW	10
L	2	ufa	AH F	3
L	2	ufe	F ER	6
L	2	uff	AH F	42
L	2	ufo	F ER	8
L	2	uft	AH F	5
L	2	ug$	AH G	18
L	2	uga	G AH	13
L	2	ugb	AH G	3
L	2	ugg	AH	16
L	2	ugh	AO	66
L	2	ugi	G IY	4
L	2	ugl	G AH	4
L	2	ugn	N	3
L	2	ugs	G Z	15
L	2	ugu	AO G	9
L	2	uh$	SH UW	3
L	2	uha	HH AA	8
L	2	uhi	HH IY	4
L	2	uhl	AH L	12
L	2	uhn	AH N	4
L	2	uhr	UH R	7
L	2	uke	UW K	10
L	2	uko	K AO	5
L	2	uku	K UW	5
L	2	ul$		142
L	2	ula	L EY	92
L	2	uld		48
L	2	ulg		21
L	2	ulm		17
L	2	uln	AH S	9
L	2	uls		38
L	2	ulv		17
L	2	uma	AH N	43
L	2	umo	M ER	7
L	2	umu	Y AH	7
L	2	uon		13
L	2	upg	P G	5
L	2	uph	P HH	5
L	2	upl	L IH	12
L	2	upo	P OW	8
L	2	upt	AH P	33
L	2	uqu	K	3
L	2	uum	Y UW	5
L	2	uva	V AH	7
L	2	uvi	IY AH	4
L	2	ux$	OW	21
L	2	uxe	S AH	4
L	2	uxt	S T	6
L	2	uy$	AY	5
L	2	uyl	L ER	3
L	2	uyn	AY N	4
L	2	uz$	UW Z	7
L	2	uze	Z EH	4
L	2	uzi	Z IH	5
L	2	uzm	Z M	3
L	2	uzz	AH Z	15
L	2	vle	L ER	5
L	2	vli	IH N	11
L	2	vne	N ER	6
L	2	von		12
L	2	vos	OW S	6
L	2	vue	Y UW	3
L	2	vy$	V IY	24
L	2	wbe	B EH	3
L	2	wbr	B	7
L	2	wde	AH N	12
L	2	wdr	R AY	3
L	2	wha		19
L	2	whe	L	15
L	2	whi		94
L	2	who		16
L	2	why		4
L	2	wke	K S	4
L	2	wki	K	3
L	2	wl$		18
L	2	wma	AH N	10
L	2	won		16
L	2	wov	OW V	4
L	2	wul		3
L	2	wy$	IY	7
L	2	wya	AH N	3
L	2	wye	Y ER	5
L	2	wyk		4
L	2	wyl	L	3
L	2	wym	M	3
L	2	wyn	N	9
L	2	xa$	S AH	3
L	2	xca	S K	7
L	2	xce	S EH	14
L	2	xch	S	4
L	2	xci	S AY	13
L	2	xcl	S K	18
L	2	xco	S K	9
L	2	xcr	S K	7
L	2	xcu	S K	9
L	2	xfo	S F	3
L	2	xha	Z	6
L	2	xhi	Z IH	9
L	2	xho	Z AO	3
L	2	xhu	S HH	4
L	2	xle	L ER	8
L	2	xma	AH N	3
L	2	xne	N ER	4
L	2	xor	S ER	6
L	2	xpa	S P	14
L	2	xpe	S P	55
L	2	xpi	S P	9
L	2	xpl	S P	39
L	2	xpo	S P	27
L	2	xpr	S P	18
L	2	xpu	S P	4
L	2	xt$	S T	8
L	2	xta	AH P	4
L	2	xte	S T	30
L	2	xti	S T	13
L	2	xto	S T	16
L	2	xtr	S T	57
L	2	xtu	S CH	6
L	2	xua	UW AH	4
L	2	xud	Z UW	3
L	2	xul	Z AH	6
L	2	xy$	S IY	13
L	2	ybe	B ER	5
L	2	yce		15
L	2	yco		10
L	2	ydr	R EY	7
L	2	yfi	F IY	4
L	2	yfo	F ER	5
L	2	yga	G AH	3
L	2	yhe		4
L	2	yke	K	9
L	2	yki	IH N	3
L	2	yl$		16
L	2	yls		3
L	2	ylv	L V	7
L	2	yma	AH N	24
L	2	yme	AH N	25
L	2	ymi	M IY	3
L	2	ymn	EY Z	3
L	2	yon		26
L	2	ypa	P AE	4
L	2	ype	P	17
L	2	yph	IH F	6
L	2	ypi	IH K	5
L	2	ypn	AH T	3
L	2	yto	AH N	15
L	2	yu$	Y UW	4
L	2	yug	UW G	3
L	2	yun		6
L	2	yup		4
L	2	yvi	IH L	3
L	2	ywa	IY W	6
L	2	ywi	W AY	4
L	2	yxi	IY EY	4
L	2	zco	K OW	4
L	2	zda	D AH	6
L	2	zha		5
L	2	zhe	HH AY	4
L	2	zhi		4
L	2	zho		3
L	2	zke	K IY	13
L	2	zko	K AO	9
L	2	zma	AH N	39
L	2	zme	M ER	3
L	2	zon		12
L	2	zos	OW Z	4
L	2	zu$		4
L	2	zub		4
L	2	zul		3
L	2	zun	N IY	3
L	2	zut	UW	3
L	2	zwo	W ER	3
L	2	zy$	IY	25
L	2	zyb	IH	4
L	2	zyc	T S	3
L	2	zym	Z AY	4
L	2	zyn	N S	14
L	2	zz$	Z	7
L	2	zza	S AA	14
L	2	zze	AH L	7
L	2	zzi	Z IY	22
L	2	zzu	S UW	4
L	2	zzy	IH Z	5
L	3	^baa	B AA	4
L	3	^bab	B AE	24
L	3	^bad	B AE	12
L	3	^bai	B EY	27
L	3	^bal	B AE	78
L	3	^bam	B AE	13
L	3	^bar	B AA	178
L	3	^bat	B AE	50
L	3	^bax	B AE	5
L	3	^bea	B	79
L	3	^beb	B	3
L	3	^bec	B	31
L	3	^bee	B IY	34
L	3	^bef	B IH	9
L	3	^beg	B	25
L	3	^beh	B	28
